catalogCode,displayNameEn,displayNameFr,modality,bodyRegion,contrastType,viewCount,laterality,anatomicSubregion,protocol,wave,status,billingStatus,aliasRequired,retirementImpact,successorImpact,implementationBatch
US_VENOUS_DOPPLER_UE_LEFT,Upper extremity venous Doppler left,Doppler veineux membre supérieur gauche,MODALITY_US,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_LEFT,,PROTOCOL_US_DOPPLER_VENOUS,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_VENOUS_DOPPLER_UE_RIGHT,Upper extremity venous Doppler right,Doppler veineux membre supérieur droit,MODALITY_US,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_RIGHT,,PROTOCOL_US_DOPPLER_VENOUS,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_ARTERIAL_DOPPLER_UE_BILATERAL,Upper extremity arterial Doppler bilateral,Doppler artériel membres supérieurs bilatéral,MODALITY_US,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_BILATERAL,,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_ARTERIAL_DOPPLER_UE_LEFT,Upper extremity arterial Doppler left,Doppler artériel membre supérieur gauche,MODALITY_US,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_LEFT,,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_ARTERIAL_DOPPLER_UE_RIGHT,Upper extremity arterial Doppler right,Doppler artériel membre supérieur droit,MODALITY_US,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_RIGHT,,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_BREAST_BILATERAL,Breast ultrasound bilateral,Échographie mammaire bilatérale,MODALITY_US,BODY_REGION_BREAST,CONTRAST_TYPE_NONE,,LATERALITY_BILATERAL,ANATOMIC_SUBREGION_BREAST,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,US-3
US_BREAST_LEFT,Breast ultrasound left,Échographie mammaire gauche,MODALITY_US,BODY_REGION_BREAST,CONTRAST_TYPE_NONE,,LATERALITY_LEFT,ANATOMIC_SUBREGION_BREAST,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,US-3
US_BREAST_RIGHT,Breast ultrasound right,Échographie mammaire droite,MODALITY_US,BODY_REGION_BREAST,CONTRAST_TYPE_NONE,,LATERALITY_RIGHT,ANATOMIC_SUBREGION_BREAST,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,US-3
FL_ESOPHAGRAM,Esophagram,Œsophagogramme,MODALITY_FL,BODY_REGION_ABDOMEN,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,PROTOCOL_FL_ESOPHAGRAM,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,FL-1
FL_LINE_PLACEMENT,Fluoroscopic line placement,Pose de ligne sous fluoroscopie,MODALITY_FL,BODY_REGION_CHEST,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,PROTOCOL_FL_LINE_PLACEMENT,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,FL-1
FL_TUBE_PLACEMENT,Fluoroscopic tube placement,Pose de sonde sous fluoroscopie,MODALITY_FL,BODY_REGION_ABDOMEN,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,PROTOCOL_FL_TUBE_PLACEMENT,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,FL-1
FL_LUMBAR_PUNCTURE,Lumbar puncture (fluoroscopic guidance),Ponction lombaire (guidage fluoroscopique),MODALITY_FL,BODY_REGION_SPINE,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_LUMBAR,PROTOCOL_FL_LUMBAR_PUNCTURE,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,FL-1
NM_HIDA,HIDA scan,Scintigraphie HIDA,MODALITY_NM,BODY_REGION_HEPATOBILIARY,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_BILIARY,PROTOCOL_NM_HIDA,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,NM-1
NM_GB_EMPTYING,Gallbladder emptying study,Étude d'évacuation vésiculaire,MODALITY_NM,BODY_REGION_HEPATOBILIARY,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_BILIARY,PROTOCOL_NM_GALLBLADDER_EMPTYING,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,NM-1
NM_VQ_PERFUSION,V/Q scan — perfusion,Scintigraphie V/Q — perfusion,MODALITY_NM,BODY_REGION_CHEST,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,PROTOCOL_NM_VQ_PERFUSION,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,NM-1
NM_VQ_VENTILATION,V/Q scan — ventilation,Scintigraphie V/Q — ventilation,MODALITY_NM,BODY_REGION_CHEST,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,PROTOCOL_NM_VQ_VENTILATION,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,NM-1
NM_VQ_COMBINED,V/Q scan — combined perfusion/ventilation,Scintigraphie V/Q — perfusion et ventilation,MODALITY_NM,BODY_REGION_CHEST,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,PROTOCOL_NM_VQ_COMBINED,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,NM-1
